86162 131072
389838 524288
Contar ocurrencias
ciclos 1.51e+06 seg 0.00151 tama 79010
ciclos 1.57e+06 seg 0.00157 tama 80010
ciclos 1.63e+06 seg 0.00163 tama 81010
ciclos 1.59e+06 seg 0.00159 tama 82010
ciclos 1.62e+06 seg 0.00162 tama 83010
ciclos 1.65e+06 seg 0.00165 tama 84010
ciclos 1.67e+06 seg 0.00167 tama 85010
ciclos 1.63e+06 seg 0.00163 tama 86010
ciclos 1.77e+06 seg 0.00177 tama 87010
ciclos 1.74e+06 seg 0.00174 tama 88010
ciclos 1.73e+06 seg 0.00173 tama 89010
ciclos 1.8e+06 seg 0.0018 tama 90010
ciclos 1.82e+06 seg 0.00182 tama 91010
ciclos 1.75e+06 seg 0.00175 tama 92010
ciclos 1.9e+06 seg 0.0019 tama 93010
ciclos 1.82e+06 seg 0.00182 tama 94010
ciclos 1.86e+06 seg 0.00186 tama 95010
ciclos 1.98e+06 seg 0.00198 tama 96010
ciclos 1.86e+06 seg 0.00186 tama 97010
ciclos 1.99e+06 seg 0.00199 tama 98010
ciclos 2e+06 seg 0.002 tama 99010
